1513,6575,0.337854689
7185,11683,0.204758494
1721,11767,0.830567347
1913,1358,0.454313262
3959,6359,0.815608824
8499,6779,0.311748352
5579,3512,0.269777397
9421,12505,0.208390535
1794,6315,0.224560255
163,612,0.582046973
2356,7716,0.937143903
7607,5505,0.153639269
9455,7952,0.695711978
7834,10565,0.760744257
4601,1077,0.684847241
1196,11703,0.300688105
6619,3718,0.587163142
866,15419,0.678856374
8496,13957,0.487671011
5551,3722,0.660684758
8843,14608,0.745239819
1130,13647,0.791592951
11386,15080,0.567996516
11506,11741,0.624317025
3447,10852,0.478025533
724,2924,0.831109798
8863,1008,0.781209881
221,7236,0.142265985
1010,8734,0.347117533
5743,5130,0.469583084
6296,3250,0.976336617
9364,1142,0.241094839
9456,2701,0.064793419
4454,5372,0.759777794
4357,8679,0.576174416
7457,13206,0.797136086
9685,10965,0.785084369
4932,3596,0.532858534
730,12775,0.275999334
8101,11512,0.983872286
6945,7838,0.028542627
6154,15295,0.689421065
10733,4512,0.73509882
1444,3683,0.952160992
6098,3971,0.191525384
8381,8669,0.964652685
6179,2858,0.455799276
8412,14905,0.810763982
1644,14940,0.404307191
4315,12118,0.723466654
10816,10181,0.750881661
3636,14354,0.453529306
9892,6926,0.97491976
6367,6667,0.932419885
66,6826,0.462007028
3234,3847,0.326634803
7913,3408,0.028291172
8627,3627,0.370975451
11629,1612,0.1838615
6099,90,0.873511162
5907,6085,0.423740798
2872,3610,0.273189076
11608,10774,0.6640308
11575,1113,0.936897648
4497,4413,0.667410347
1063,9480,0.613873753
7065,2540,0.889042258
1540,8482,0.312187028
1310,11463,0.629091903
5267,11548,0.783999977
8094,1388,0.021833695
2962,15056,0.207781809
8318,10435,0.581022996
11770,7824,0.691968094
5066,1713,0.587107329
4172,11481,0.852988124
9159,4437,0.860491343
3214,4294,0.231635363
1177,9792,0.499500311
6226,13208,0.170673638
8100,8711,0.547830389
8786,2744,0.733989233
4692,7941,0.310232302
10011,9671,0.169487021
4281,6625,0.325648311
1807,10516,0.345732808
7337,5016,0.92597097
9279,3413,0.653828285
3048,12902,0.817674421
6437,2262,0.853331819
3292,11655,0.379010852
7744,1129,0.305421527
3160,8303,0.257085311
10763,1885,0.216799321
1626,6750,0.874652803
10489,14994,0.347956667
6849,15051,0.620770238
8964,13361,0.056332175
4878,5873,0.420811419
3093,12032,0.821403491
10479,6218,0.780483597
3672,12557,0.718621754
9315,10055,0.232293413
1630,8202,0.961581881
635,7856,0.874448053
9373,9238,0.872327191
1102,12454,0.103112202
5573,9949,0.584918418
7840,8441,0.393958809
6951,13190,0.494422608
2201,11814,0.97967814
756,14696,0.635614233
242,15399,0.535799071
3,13633,0.279312179
3624,1554,0.817664541
9138,10335,0.204239643
11581,6900,0.225850104
10227,4510,0.640757626
11538,10631,0.513712884
10108,6736,0.827316888
9115,12411,0.814111041
1539,4507,0.563707147
4006,14048,0.938519987
7224,1342,0.823819074
5847,13627,0.509144769
303,9851,0.857111648
5575,2211,0.568139617
5151,3798,0.223360336
9982,4515,0.985731906
8403,11973,0.703200178
8423,4168,0.937003325
1718,5059,0.611094158
1091,1790,0.244694457
4740,12255,0.110234602
5016,13625,0.874593046
2542,6611,0.210899622
11494,3273,0.310745696
7750,286,0.251647728
8994,15321,0.436801812
8680,3000,0.167846403
2597,11516,0.282118098
11159,12863,0.221450791
2213,15120,0.459836704
930,3220,0.007651122
11050,1531,0.029917049
9543,11079,0.536997018
4331,7938,0.560384683
6396,1928,0.950246468
7271,10162,0.973767829
3161,5422,0.34442176
9985,3796,0.54864661
9527,7741,0.440988911
11771,1392,0.059673881
8759,12838,0.386436783
825,6106,0.906729903
9490,4154,0.092188
1594,4180,0.033706267
6496,14251,0.986358216
3687,3974,0.066600464
7616,2754,0.833732857
11845,7869,0.233284023
2561,10387,0.952874688
9535,14156,0.786641763
1403,1184,0.966575051
3426,9888,0.164828646
10694,14190,0.130474739
10890,14504,0.478681362
8469,6746,0.707542747
6720,13275,0.473798571
2184,6448,0.29116867
883,9210,0.098414039
11485,2612,0.416264688
11710,2885,0.540734161
11899,7244,0.895305344
6824,3494,0.38172583
589,10037,0.446800797
9494,3171,0.20779148
11130,8684,0.179434977
5548,2834,0.630399903
6243,13733,0.082668773
9135,4635,0.853837698
6892,8934,0.372891907
3445,11574,0.61835698
4820,12544,0.994683017
2169,4613,0.08490316
11628,2518,0.127939919
10178,10734,0.221311093
2120,7185,0.339896567
5605,15259,0.307072114
8198,263,0.367571688
11550,11847,0.819567226
11745,1906,0.658553238
8717,12551,0.668955355
6054,9380,0.48968132
2977,2106,0.429395599
9707,11427,0.83364985
5144,5980,0.27627845
5255,12029,0.720537756
4710,1099,0.022410531
6093,5054,0.514257916
5305,13961,0.119554474
6895,7218,0.531890877
9355,1073,0.986680454
10001,8041,0.280543913
2980,13911,0.259458755
2136,12232,0.344963528
10374,13223,0.903878254
6449,10809,0.617618123
5593,6512,0.963648745
1845,1428,0.08342006
1952,9283,0.102829235
1442,4786,0.91183539
9062,11918,0.142373148
1944,7195,0.154878019
8921,1916,0.023753702
3109,2080,0.976072854
3023,14346,0.033117924
7124,11072,0.312596601
6439,4450,0.151773542
2791,8009,0.985348651
10945,15303,0.564637337
3577,541,0.92877475
3672,5965,0.712111745
11717,1311,0.483530815
11043,8607,0.932890441
1911,6685,0.199702868
6315,2990,0.180227557
4864,2362,0.34349167
4732,2453,0.59505744
4913,3924,0.964956321
8191,2422,0.295870676
7563,4560,0.737174787
2947,13194,0.761133962
4643,4110,0.243521258
7566,6116,0.520950145
10326,4040,0.560350133
3201,10350,0.072433724
8484,14915,0.382125498
3508,576,0.964451626
11873,10063,0.258228053
1578,9726,0.983470388
6015,3606,0.151018928
10122,14218,0.169189986
918,3498,0.256032037
10099,3717,0.024122275
7838,5269,0.329697883
7191,10229,0.575394883
9810,6220,0.744536532
7877,14435,0.332700351
5945,8705,0.589859813
7357,13720,0.748135312
7256,8487,0.489819377
5266,3753,0.88268504
6809,11550,0.568136809
2522,596,0.763918658
108,9963,0.805905968
1593,10329,0.459508744
4620,2658,0.149501797
80,2871,0.013688497
826,14510,0.228002002
6866,10605,0.642187318
7085,8055,0.268050988
2822,6295,0.429608217
9993,11966,0.503081648
10296,10012,0.807172121
5710,4608,0.098208134
7671,14425,0.133287368
9998,13613,0.356022013
1626,1215,0.347845836
2214,15184,0.099608931
3770,8536,0.610095721
11435,11920,0.598858354
10118,8628,0.939513995
8336,14499,0.636089355
9739,4427,0.125356104
11821,9513,0.662988723
1649,12127,0.080662414
8643,14539,0.127658913
3826,11776,0.378952534
10359,7202,0.078640006
10957,14857,0.815259298
1586,10148,0.458224475
2753,8201,0.453248216
4195,619,0.333955896
11256,15418,0.234714947
8565,14947,0.644785557
9837,1677,0.134639851
10670,5943,0.80793647
730,8700,0.128422215
3981,819,0.937926309
6009,4971,0.324450603
3359,8034,0.066297159
6692,8262,0.961450205
4140,10021,0.677480322
8182,6850,0.938146747
7792,9660,0.175106112
1546,1958,0.910370545
8316,4324,0.463640831
10904,7665,0.343225357
4219,2500,0.816720853
